Latitude (decimal degrees):	28.095
Longitude (decimal degrees):	-15.487
Elevation (m):	255
Radiation database:	PVGIS-SARAH3


Slope: 27 deg. (optimum)
Azimuth: 2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	20.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230818:2209,0.0,0.0,0.0,0.0,0.0,22.05,5.72,0.0
20230818:2309,0.0,0.0,0.0,0.0,0.0,21.9,5.24,0.0
20230819:0009,0.0,0.0,0.0,0.0,0.0,21.78,5.03,0.0
20230819:0109,0.0,0.0,0.0,0.0,0.0,21.53,5.45,0.0
20230819:0209,0.0,0.0,0.0,0.0,0.0,21.44,5.86,0.0
20230819:0309,0.0,0.0,0.0,0.0,0.0,21.46,5.79,0.0
20230819:0409,0.0,0.0,0.0,0.0,0.0,21.45,5.45,0.0
20230819:0509,0.0,0.0,0.0,0.0,0.0,21.47,5.24,0.0
20230819:0609,0.0,0.0,0.0,0.0,0.0,21.53,5.31,0.0
20230819:0709,16.28,1.22,34.62,0.71,6.79,21.76,4.62,0.0
20230819:0809,144.45,125.93,97.13,2.92,19.9,22.56,4.76,0.0
20230819:0909,180.26,26.18,225.69,2.85,33.12,24.3,5.1,0.0
20230819:1009,67.69,0.0,106.92,1.21,46.25,26.06,5.03,0.0
20230819:1109,157.4,0.0,225.2,2.54,58.9,27.21,5.24,0.0
20230819:1209,104.54,0.0,156.13,1.76,69.87,27.27,5.17,0.0
20230819:1309,102.36,0.0,153.29,1.73,74.72,27.23,4.9,0.0
20230819:1409,76.49,0.0,119.22,1.35,68.72,27.38,5.24,0.0
20230819:1509,60.41,0.0,97.46,1.1,57.42,26.63,5.24,0.0
20230819:1609,164.7,2.96,230.98,2.64,44.68,26.47,5.1,0.0
20230819:1709,71.93,0.0,112.6,1.27,31.53,26.19,5.1,0.0
20230819:1809,99.96,25.36,127.41,1.77,18.31,25.42,5.24,0.0
20230819:1909,5.12,0.0,17.03,0.19,5.23,24.74,4.55,0.0
20230819:2009,0.0,0.0,0.0,0.0,0.0,24.72,4.07,0.0
20230819:2109,0.0,0.0,0.0,0.0,0.0,24.35,3.59,0.0
20230819:2209,0.0,0.0,0.0,0.0,0.0,23.86,3.45,0.0
20230819:2309,0.0,0.0,0.0,0.0,0.0,23.49,4.07,0.0
20230820:0009,0.0,0.0,0.0,0.0,0.0,23.54,4.83,0.0
20230820:0109,0.0,0.0,0.0,0.0,0.0,23.71,5.45,0.0
20230820:0209,0.0,0.0,0.0,0.0,0.0,23.63,5.52,0.0
20230820:0309,0.0,0.0,0.0,0.0,0.0,23.56,5.52,0.0
20230820:0409,0.0,0.0,0.0,0.0,0.0,23.14,4.28,0.0
20230820:0509,0.0,0.0,0.0,0.0,0.0,22.75,2.97,0.0
20230820:0609,0.0,0.0,0.0,0.0,0.0,22.86,3.03,0.0
20230820:0709,16.97,0.77,36.08,0.58,6.7,23.82,2.9,0.0
20230820:0809,128.24,68.88,127.2,2.43,19.81,24.12,1.79,0.0
20230820:0909,247.35,109.78,234.98,3.92,33.04,24.68,1.66,0.0
20230820:1009,474.18,477.08,179.57,7.21,46.15,26.03,2.14,0.0
20230820:1109,449.06,237.94,387.33,6.8,58.76,26.56,2.28,0.0
20230820:1209,672.19,785.94,175.94,10.14,69.65,26.72,2.28,0.0
20230820:1309,493.8,241.44,454.11,7.5,74.39,26.87,2.07,0.0
20230820:1409,653.74,735.55,203.95,9.84,68.44,26.88,1.93,0.0
20230820:1509,467.34,294.14,364.82,7.06,57.19,27.09,1.52,0.0
20230820:1609,217.36,22.79,284.9,3.45,44.48,27.3,1.52,0.0
20230820:1709,216.15,77.54,228.79,3.43,31.33,27.29,1.79,0.0
20230820:1809,96.75,25.55,124.64,1.74,18.11,26.92,2.48,0.0
20230820:1909,7.58,0.04,21.45,0.26,5.02,25.74,4.14,0.0
20230820:2009,0.0,0.0,0.0,0.0,0.0,24.57,4.48,0.0
20230820:2109,0.0,0.0,0.0,0.0,0.0,23.85,4.21,0.0
20230820:2209,0.0,0.0,0.0,0.0,0.0,23.61,4.0,0.0
20230820:2309,0.0,0.0,0.0,0.0,0.0,23.52,3.52,0.0
20230821:0009,0.0,0.0,0.0,0.0,0.0,23.57,3.31,0.0
20230821:0109,0.0,0.0,0.0,0.0,0.0,23.54,3.24,0.0
20230821:0209,0.0,0.0,0.0,0.0,0.0,23.34,2.62,0.0
20230821:0309,0.0,0.0,0.0,0.0,0.0,23.16,2.83,0.0
20230821:0409,0.0,0.0,0.0,0.0,0.0,23.26,3.24,0.0
20230821:0509,0.0,0.0,0.0,0.0,0.0,23.48,3.59,0.0
20230821:0609,0.0,0.0,0.0,0.0,0.0,23.61,4.0,0.0
20230821:0709,15.36,1.7,33.55,0.71,6.6,24.68,4.48,0.0
20230821:0809,146.55,142.87,88.91,3.02,19.73,26.02,3.24,0.0
20230821:0909,334.65,348.39,122.47,5.44,32.95,28.11,2.34,0.0
20230821:1009,494.84,575.85,130.57,7.75,46.05,29.51,1.38,0.0
20230821:1109,554.51,588.26,229.1,8.72,58.63,30.2,0.62,0.0
20230821:1209,667.17,796.31,176.31,10.23,69.42,29.85,2.21,0.0
20230821:1309,661.39,695.67,259.66,9.99,74.06,29.24,2.62,0.0
20230821:1409,663.1,731.5,212.43,9.86,68.15,29.39,3.59,0.0
20230821:1509,622.76,722.93,149.68,9.18,56.96,29.21,4.14,0.0
20230821:1609,473.94,469.32,184.15,7.0,44.27,28.61,4.14,0.0
20230821:1709,325.26,322.11,130.81,5.04,31.14,27.9,4.14,0.0
20230821:1809,131.79,112.07,97.34,2.55,17.91,27.23,4.28,0.0
20230821:1909,9.16,0.22,24.16,0.4,4.81,27.06,4.76,0.0
20230821:2009,0.0,0.0,0.0,0.0,0.0,26.17,4.9,0.0
20230821:2109,0.0,0.0,0.0,0.0,0.0,25.4,4.9,0.0
20230821:2209,0.0,0.0,0.0,0.0,0.0,24.84,4.62,0.0
20230821:2309,0.0,0.0,0.0,0.0,0.0,24.47,4.28,0.0
20230822:0009,0.0,0.0,0.0,0.0,0.0,24.3,4.55,0.0
20230822:0109,0.0,0.0,0.0,0.0,0.0,24.15,4.76,0.0
20230822:0209,0.0,0.0,0.0,0.0,0.0,24.0,4.76,0.0
20230822:0309,0.0,0.0,0.0,0.0,0.0,23.92,4.83,0.0
20230822:0409,0.0,0.0,0.0,0.0,0.0,23.95,5.1,0.0
20230822:0509,0.0,0.0,0.0,0.0,0.0,23.99,5.45,0.0
20230822:0609,0.0,0.0,0.0,0.0,0.0,23.92,5.79,0.0
20230822:0709,15.19,1.71,33.34,0.66,6.5,24.96,5.24,0.0
20230822:0809,146.74,139.49,91.15,2.98,19.64,26.14,5.17,0.0
20230822:0909,336.63,330.98,133.46,5.33,32.86,27.52,5.52,0.0
20230822:1009,473.23,429.18,216.47,7.04,45.95,28.48,5.93,0.0
20230822:1109,627.08,690.34,172.76,9.18,58.49,29.07,6.34,0.0
20230822:1209,701.81,795.56,180.72,10.24,69.19,29.42,6.41,0.0
20230822:1309,720.61,819.51,189.71,10.51,73.73,29.49,6.0,0.0
20230822:1409,707.12,824.78,164.2,10.3,67.86,29.31,5.72,0.0
20230822:1509,621.52,683.49,174.29,9.0,56.72,29.03,5.86,0.0
20230822:1609,502.1,533.93,150.86,7.31,44.06,28.56,6.0,0.0
20230822:1709,329.84,325.58,130.15,5.05,30.93,27.89,6.14,0.0
20230822:1809,133.23,117.94,93.72,2.58,17.71,27.06,6.21,0.0
20230822:1909,7.95,0.18,21.94,0.45,4.6,25.88,6.21,0.0
20230822:2009,0.0,0.0,0.0,0.0,0.0,24.9,6.14,0.0
20230822:2109,0.0,0.0,0.0,0.0,0.0,24.5,6.0,0.0
20230822:2209,0.0,0.0,0.0,0.0,0.0,24.27,6.0,0.0
20230822:2309,0.0,0.0,0.0,0.0,0.0,23.99,5.52,0.0
20230823:0009,0.0,0.0,0.0,0.0,0.0,23.63,5.1,0.0
20230823:0109,0.0,0.0,0.0,0.0,0.0,23.5,4.83,0.0
20230823:0209,0.0,0.0,0.0,0.0,0.0,23.36,4.76,0.0
20230823:0309,0.0,0.0,0.0,0.0,0.0,23.33,5.1,0.0
20230823:0409,0.0,0.0,0.0,0.0,0.0,23.25,5.38,0.0
20230823:0509,0.0,0.0,0.0,0.0,0.0,23.18,5.38,0.0
20230823:0609,0.0,0.0,0.0,0.0,0.0,23.21,5.17,0.0
20230823:0709,15.3,1.94,33.34,0.66,6.4,23.78,4.9,0.0
20230823:0809,140.71,104.6,111.87,2.71,19.55,24.79,4.76,0.0
20230823:0909,336.18,323.52,138.64,5.28,32.77,26.34,4.9,0.0
20230823:1009,218.78,18.56,287.47,3.44,45.85,27.62,5.1,0.0
20230823:1109,559.45,467.41,302.8,8.2,58.35,28.33,5.45,0.0
20230823:1209,670.3,677.49,253.41,9.74,68.96,28.41,5.72,0.0
20230823:1309,456.68,162.31,467.46,6.85,73.39,28.71,5.79,0.0
20230823:1409,697.06,784.0,186.9,10.09,67.56,28.8,5.79,0.0
20230823:1509,626.55,695.86,168.56,9.04,56.48,28.5,5.59,0.0
20230823:1609,493.34,513.89,161.13,7.18,43.85,28.31,5.17,0.0
20230823:1709,328.58,326.23,129.47,5.03,30.73,27.98,5.24,0.0
20230823:1809,130.88,111.26,96.84,2.51,17.5,27.32,5.52,0.0
20230823:1909,9.45,0.0,24.64,0.29,4.39,26.12,6.0,0.0
20230823:2009,0.0,0.0,0.0,0.0,0.0,24.99,5.72,0.0
20230823:2109,0.0,0.0,0.0,0.0,0.0,24.36,5.45,0.0
20230823:2209,0.0,0.0,0.0,0.0,0.0,23.88,5.17,0.0
20230823:2309,0.0,0.0,0.0,0.0,0.0,23.58,5.03,0.0
20230824:0009,0.0,0.0,0.0,0.0,0.0,23.46,4.76,0.0
20230824:0109,0.0,0.0,0.0,0.0,0.0,23.46,4.69,0.0
20230824:0209,0.0,0.0,0.0,0.0,0.0,23.43,4.83,0.0
20230824:0309,0.0,0.0,0.0,0.0,0.0,23.33,4.9,0.0
20230824:0409,0.0,0.0,0.0,0.0,0.0,23.17,4.83,0.0
20230824:0509,0.0,0.0,0.0,0.0,0.0,23.13,4.83,0.0
20230824:0609,0.0,0.0,0.0,0.0,0.0,23.06,4.97,0.0
20230824:0709,14.43,2.47,31.9,0.68,6.31,23.5,4.76,0.0
20230824:0809,145.76,127.01,98.57,2.85,19.46,24.36,4.97,0.0
20230824:0909,329.94,299.31,152.52,5.13,32.68,25.88,5.31,0.0
20230824:1009,484.56,458.06,200.67,7.14,45.75,27.12,5.31,0.0
20230824:1109,558.14,466.93,302.16,8.16,58.2,27.97,5.03,0.0
20230824:1209,686.89,759.31,203.65,10.04,68.72,28.4,4.76,0.0
20230824:1309,654.92,599.57,319.86,9.57,73.04,28.76,4.76,0.0
20230824:1409,684.91,755.38,203.45,9.94,67.25,28.81,5.1,0.0
20230824:1509,605.33,638.72,200.08,8.75,56.23,28.67,4.97,0.0
20230824:1609,494.73,524.89,155.48,7.21,43.63,28.52,4.55,0.0
20230824:1709,321.78,315.32,133.65,4.94,30.52,28.21,4.14,0.0
20230824:1809,128.9,111.28,95.17,2.48,17.29,27.7,3.93,0.0
20230824:1909,8.34,0.0,22.81,0.27,4.17,26.58,4.14,0.0
20230824:2009,0.0,0.0,0.0,0.0,0.0,25.35,4.14,0.0
20230824:2109,0.0,0.0,0.0,0.0,0.0,24.6,3.79,0.0
20230824:2209,0.0,0.0,0.0,0.0,0.0,24.13,3.1,0.0
20230824:2309,0.0,0.0,0.0,0.0,0.0,23.82,2.62,0.0
20230825:0009,0.0,0.0,0.0,0.0,0.0,23.59,1.79,0.0
20230825:0109,0.0,0.0,0.0,0.0,0.0,23.22,1.38,0.0
20230825:0209,0.0,0.0,0.0,0.0,0.0,23.0,2.48,0.0
20230825:0309,0.0,0.0,0.0,0.0,0.0,22.96,3.17,0.0
20230825:0409,0.0,0.0,0.0,0.0,0.0,23.12,3.38,0.0
20230825:0509,0.0,0.0,0.0,0.0,0.0,23.08,3.31,0.0
20230825:0609,0.0,0.0,0.0,0.0,0.0,23.08,2.9,0.0
20230825:0709,14.27,2.43,31.67,0.64,6.21,23.35,1.93,0.0
20230825:0809,138.13,102.57,111.55,2.65,19.37,24.39,0.97,0.0
20230825:0909,298.39,233.86,186.29,4.73,32.59,26.8,1.24,0.0
20230825:1009,471.87,475.64,186.25,7.15,45.64,27.86,1.86,0.0
20230825:1109,592.03,647.56,193.73,8.87,58.05,28.2,2.28,0.0
20230825:1209,652.84,677.41,246.99,9.63,68.48,28.39,3.52,0.0
20230825:1309,675.17,694.28,260.09,9.88,72.7,28.22,3.93,0.0
20230825:1409,273.84,18.6,366.28,4.32,66.94,29.24,3.45,0.0
20230825:1509,336.21,88.31,387.78,5.24,55.98,29.37,1.59,0.0
20230825:1609,227.22,32.3,292.19,3.62,43.4,28.98,1.03,0.0
20230825:1709,91.63,0.0,140.04,1.58,30.3,27.51,1.72,0.0
20230825:1809,13.48,0.0,31.23,0.35,17.08,26.43,2.28,0.0
20230825:1909,7.82,0.0,21.9,0.26,3.95,26.06,2.97,0.0
20230825:2009,0.0,0.0,0.0,0.0,0.0,26.03,4.41,0.0
20230825:2109,0.0,0.0,0.0,0.0,0.0,25.98,5.24,0.0
20230825:2209,0.0,0.0,0.0,0.0,0.0,25.83,5.03,0.0
20230825:2309,0.0,0.0,0.0,0.0,0.0,25.51,4.9,0.0
20230826:0009,0.0,0.0,0.0,0.0,0.0,25.98,3.79,0.0
20230826:0109,0.0,0.0,0.0,0.0,0.0,26.04,2.83,0.0
20230826:0209,0.0,0.0,0.0,0.0,0.0,25.86,2.48,0.0
20230826:0309,0.0,0.0,0.0,0.0,0.0,25.63,2.34,0.0
20230826:0409,0.0,0.0,0.0,0.0,0.0,25.38,2.41,0.0
20230826:0509,0.0,0.0,0.0,0.0,0.0,25.08,2.41,0.0
20230826:0609,0.0,0.0,0.0,0.0,0.0,24.62,2.21,0.0
20230826:0709,14.21,2.7,31.68,0.64,6.12,24.62,3.59,0.0
20230826:0809,140.31,112.45,105.09,2.69,19.29,25.29,3.45,0.0
20230826:0909,340.15,346.62,124.11,5.31,32.5,26.27,3.31,0.0
20230826:1009,489.64,511.17,163.9,7.27,45.53,27.29,3.31,0.0
20230826:1109,606.73,678.15,176.01,8.98,57.9,28.08,3.03,0.0
20230826:1209,602.9,527.08,328.21,8.93,68.24,28.58,3.03,0.0
20230826:1309,709.78,849.64,169.48,10.5,72.35,28.89,3.31,0.0
20230826:1409,681.64,797.18,173.49,10.0,66.63,29.08,3.59,0.0
20230826:1509,604.6,675.85,171.39,8.78,55.72,29.06,3.86,0.0
20230826:1609,478.36,495.51,163.94,6.95,43.17,28.83,4.28,0.0
20230826:1709,315.14,306.87,132.21,4.79,30.09,28.25,4.62,0.0
20230826:1809,124.16,105.32,93.76,2.36,16.86,27.35,4.62,0.0
20230826:1909,6.24,0.0,19.16,0.22,3.72,26.52,4.55,0.0
20230826:2009,0.0,0.0,0.0,0.0,0.0,25.78,4.83,0.0
20230826:2109,0.0,0.0,0.0,0.0,0.0,24.99,5.31,0.0
20230826:2209,0.0,0.0,0.0,0.0,0.0,24.21,5.72,0.0
20230826:2309,0.0,0.0,0.0,0.0,0.0,23.57,6.0,0.0
20230827:0009,0.0,0.0,0.0,0.0,0.0,23.18,6.07,0.0
20230827:0109,0.0,0.0,0.0,0.0,0.0,23.09,6.0,0.0
20230827:0209,0.0,0.0,0.0,0.0,0.0,22.9,6.28,0.0
20230827:0309,0.0,0.0,0.0,0.0,0.0,22.59,6.48,0.0
20230827:0409,0.0,0.0,0.0,0.0,0.0,22.4,6.62,0.0
20230827:0509,0.0,0.0,0.0,0.0,0.0,22.32,6.48,0.0
20230827:0609,0.0,0.0,0.0,0.0,0.0,22.32,6.34,0.0
20230827:0709,15.21,1.36,33.13,0.5,6.02,22.3,6.14,0.0
20230827:0809,122.97,49.82,133.66,2.17,19.2,22.86,6.14,0.0
20230827:0909,296.22,193.11,208.55,4.49,32.41,23.92,6.0,0.0
20230827:1009,498.82,477.5,192.02,7.18,45.42,24.97,5.72,0.0
20230827:1109,590.72,531.71,269.73,8.42,57.75,25.82,5.93,0.0
20230827:1209,649.69,575.15,311.81,9.22,67.99,26.21,6.41,0.0
20230827:1309,655.26,549.73,345.94,9.29,71.99,26.34,6.62,0.0
20230827:1409,583.62,405.51,387.22,8.29,66.31,26.38,6.9,0.0
20230827:1509,490.14,292.53,367.84,6.99,55.46,26.22,7.31,0.0
20230827:1609,439.71,332.66,256.36,6.23,42.94,25.89,7.52,0.0
20230827:1709,294.7,222.3,179.47,4.37,29.86,25.32,7.59,0.0
20230827:1809,114.83,67.03,111.08,2.07,16.64,24.53,7.66,0.0
20230827:1909,4.35,0.0,15.51,0.18,3.49,23.5,8.0,0.0
20230827:2009,0.0,0.0,0.0,0.0,0.0,22.68,8.0,0.0
20230827:2109,0.0,0.0,0.0,0.0,0.0,22.31,8.07,0.0
20230827:2209,0.0,0.0,0.0,0.0,0.0,22.08,8.0,0.0
20230827:2309,0.0,0.0,0.0,0.0,0.0,21.88,7.86,0.0
20230828:0009,0.0,0.0,0.0,0.0,0.0,21.64,7.79,0.0
20230828:0109,0.0,0.0,0.0,0.0,0.0,21.43,7.72,0.0
20230828:0209,0.0,0.0,0.0,0.0,0.0,21.27,7.86,0.0
20230828:0309,0.0,0.0,0.0,0.0,0.0,21.04,7.93,0.0
20230828:0409,0.0,0.0,0.0,0.0,0.0,20.76,8.0,0.0
20230828:0509,0.0,0.0,0.0,0.0,0.0,20.64,8.14,0.0
20230828:0609,0.0,0.0,0.0,0.0,0.0,20.54,8.14,0.0
20230828:0709,14.1,0.75,31.31,0.42,5.92,20.44,8.14,0.0
20230828:0809,123.35,44.53,136.71,2.13,19.11,20.87,8.48,0.0
20230828:0909,301.29,182.82,218.32,4.47,32.32,21.58,8.97,0.0
20230828:1009,317.02,85.72,334.81,4.65,45.31,22.26,9.17,0.0
20230828:1109,509.76,284.13,387.84,7.17,57.59,22.8,9.1,0.0
20230828:1209,546.38,283.79,440.76,7.7,67.74,23.29,8.97,0.0
20230828:1309,447.66,128.2,467.87,6.5,71.64,23.79,8.83,0.0
20230828:1409,642.9,503.73,353.58,8.88,65.99,24.04,8.9,0.0
20230828:1509,649.01,668.94,191.65,8.87,55.19,24.02,8.97,0.0
20230828:1609,436.18,299.26,277.43,6.1,42.7,23.85,8.9,0.0
20230828:1709,318.62,266.79,162.06,4.64,29.64,23.51,8.76,0.0
20230828:1809,125.97,94.82,100.88,2.29,16.42,22.95,8.69,0.0
20230828:1909,4.38,0.0,15.51,0.18,3.26,22.38,8.69,0.0
20230828:2009,0.0,0.0,0.0,0.0,0.0,21.68,8.41,0.0
20230828:2109,0.0,0.0,0.0,0.0,0.0,21.44,8.34,0.0
20230828:2209,0.0,0.0,0.0,0.0,0.0,21.26,8.28,0.0
20230828:2309,0.0,0.0,0.0,0.0,0.0,21.17,8.07,0.0
20230829:0009,0.0,0.0,0.0,0.0,0.0,21.01,7.86,0.0
20230829:0109,0.0,0.0,0.0,0.0,0.0,20.95,7.79,0.0
20230829:0209,0.0,0.0,0.0,0.0,0.0,20.91,7.79,0.0
20230829:0309,0.0,0.0,0.0,0.0,0.0,20.89,7.79,0.0
20230829:0409,0.0,0.0,0.0,0.0,0.0,20.87,7.72,0.0
20230829:0509,0.0,0.0,0.0,0.0,0.0,20.84,7.59,0.0
20230829:0609,0.0,0.0,0.0,0.0,0.0,20.86,7.38,0.0
20230829:0709,6.87,0.0,19.87,0.22,5.83,20.85,7.24,0.0
20230829:0809,118.33,37.48,136.92,2.03,19.02,21.33,7.31,0.0
20230829:0909,227.35,64.77,243.74,3.45,32.23,22.21,7.24,0.0
20230829:1009,411.59,222.2,323.41,5.9,45.2,22.98,7.31,0.0
20230829:1109,469.43,217.42,407.99,6.72,57.43,23.53,7.24,0.0
20230829:1209,555.63,305.45,439.38,7.89,67.48,24.06,7.31,0.0
20230829:1309,517.08,222.66,471.6,7.43,71.28,24.33,7.24,0.0
20230829:1409,660.13,558.63,332.63,9.18,65.67,24.44,7.03,0.0
20230829:1509,655.77,703.45,176.9,9.04,54.92,24.37,6.97,0.0
20230829:1609,514.22,513.76,170.4,7.13,42.46,24.16,6.9,0.0
20230829:1709,310.23,244.48,175.8,4.53,29.41,23.76,6.76,0.0
20230829:1809,114.79,64.65,112.37,2.04,16.19,23.17,6.76,0.0
20230829:1909,2.52,0.0,11.86,0.14,3.03,22.54,6.83,0.0
20230829:2009,0.0,0.0,0.0,0.0,0.0,21.94,6.9,0.0
20230829:2109,0.0,0.0,0.0,0.0,0.0,21.76,6.9,0.0
20230829:2209,0.0,0.0,0.0,0.0,0.0,21.63,7.17,0.0
20230829:2309,0.0,0.0,0.0,0.0,0.0,21.52,7.1,0.0
20230830:0009,0.0,0.0,0.0,0.0,0.0,21.4,6.9,0.0
20230830:0109,0.0,0.0,0.0,0.0,0.0,21.23,6.76,0.0
20230830:0209,0.0,0.0,0.0,0.0,0.0,21.09,6.55,0.0
20230830:0309,0.0,0.0,0.0,0.0,0.0,21.0,6.34,0.0
20230830:0409,0.0,0.0,0.0,0.0,0.0,20.93,6.21,0.0
20230830:0509,0.0,0.0,0.0,0.0,0.0,20.92,6.14,0.0
20230830:0609,0.0,0.0,0.0,0.0,0.0,20.86,6.14,0.0
20230830:0709,13.56,3.04,30.13,0.56,5.73,20.72,6.0,0.0
20230830:0809,145.59,98.4,118.65,2.6,18.93,21.11,6.14,0.0
20230830:0909,86.08,0.0,128.69,1.45,32.13,21.79,6.0,0.0
20230830:1009,334.59,108.55,338.24,4.9,45.08,22.45,5.93,0.0
20230830:1109,242.83,9.26,321.25,3.72,57.27,23.08,5.86,0.0
20230830:1209,318.6,30.22,400.25,4.81,67.22,23.63,5.72,0.0
20230830:1309,719.31,705.63,277.83,10.05,70.92,24.08,5.72,0.0
20230830:1409,626.28,485.85,363.83,8.77,65.33,24.35,5.86,0.0
20230830:1509,626.49,623.36,221.7,8.67,54.65,24.38,6.0,0.0
20230830:1609,426.33,287.27,282.63,6.0,42.22,24.25,6.28,0.0
20230830:1709,245.97,116.44,219.56,3.66,29.18,23.74,6.34,0.0
20230830:1809,113.56,66.13,109.71,2.02,15.96,23.11,6.34,0.0
20230830:1909,2.09,0.0,10.95,0.13,2.79,22.53,6.28,0.0
20230830:2009,0.0,0.0,0.0,0.0,0.0,21.92,6.21,0.0
20230830:2109,0.0,0.0,0.0,0.0,0.0,21.54,6.0,0.0
20230830:2209,0.0,0.0,0.0,0.0,0.0,21.4,6.14,0.0
20230830:2309,0.0,0.0,0.0,0.0,0.0,21.26,6.07,0.0
20230831:0009,0.0,0.0,0.0,0.0,0.0,21.07,5.93,0.0
20230831:0109,0.0,0.0,0.0,0.0,0.0,20.92,5.86,0.0
20230831:0209,0.0,0.0,0.0,0.0,0.0,20.82,5.72,0.0
20230831:0309,0.0,0.0,0.0,0.0,0.0,20.66,5.52,0.0
20230831:0409,0.0,0.0,0.0,0.0,0.0,20.53,5.24,0.0
20230831:0509,0.0,0.0,0.0,0.0,0.0,20.36,4.9,0.0
20230831:0609,0.0,0.0,0.0,0.0,0.0,20.28,4.69,0.0
20230831:0709,12.47,0.78,28.78,0.38,5.64,20.32,4.76,0.0
20230831:0809,140.27,85.79,122.81,2.47,18.84,20.85,4.97,0.0
20230831:0909,274.41,137.77,232.34,4.09,32.04,21.71,4.97,0.0
20230831:1009,369.92,163.5,331.73,5.37,44.97,22.6,4.69,0.0
20230831:1109,527.35,348.0,364.27,7.5,57.1,23.41,4.55,0.0
20230831:1209,676.04,641.89,286.63,9.53,66.96,24.0,4.55,0.0
20230831:1309,740.85,828.71,199.12,10.45,70.56,24.51,4.55,0.0
20230831:1409,725.47,833.68,170.27,10.19,65.0,24.82,4.62,0.0
20230831:1509,538.25,401.29,329.64,7.58,54.37,24.94,4.83,0.0
20230831:1609,520.09,561.4,139.81,7.24,41.97,24.72,4.9,0.0
20230831:1709,341.52,351.26,115.36,4.97,28.94,24.4,4.97,0.0
20230831:1809,131.62,132.57,78.75,2.45,15.73,23.79,4.9,0.0
20230831:1909,1.27,0.0,9.13,0.11,2.55,22.87,5.38,0.0
20230831:2009,0.0,0.0,0.0,0.0,0.0,22.12,5.72,0.0
20230831:2109,0.0,0.0,0.0,0.0,0.0,21.73,5.86,0.0
20230831:2209,0.0,0.0,0.0,0.0,0.0,21.47,5.72,0.0
20230831:2309,0.0,0.0,0.0,0.0,0.0,21.25,5.59,0.0
20230901:0009,0.0,0.0,0.0,0.0,0.0,21.1,5.52,0.0
20230901:0109,0.0,0.0,0.0,0.0,0.0,21.01,5.59,0.0
20230901:0209,0.0,0.0,0.0,0.0,0.0,20.92,5.59,0.0
20230901:0309,0.0,0.0,0.0,0.0,0.0,20.82,5.72,0.0
20230901:0409,0.0,0.0,0.0,0.0,0.0,20.73,5.72,0.0
20230901:0509,0.0,0.0,0.0,0.0,0.0,20.58,5.59,0.0
20230901:0609,0.0,0.0,0.0,0.0,0.0,20.44,5.45,0.0
20230901:0709,11.55,2.75,27.0,0.5,5.55,20.48,5.59,0.0
20230901:0809,156.58,151.86,85.76,2.86,18.75,20.86,5.52,0.0
20230901:0909,335.97,294.57,155.3,4.93,31.94,21.76,5.52,0.0
20230901:1009,450.42,335.47,263.72,6.36,44.85,22.78,5.45,0.0
20230901:1109,595.51,541.96,259.76,8.3,56.93,23.61,5.38,0.0
20230901:1209,562.91,359.71,402.67,7.97,66.69,24.15,5.31,0.0
20230901:1309,709.27,729.97,240.72,9.86,70.19,24.47,5.52,0.0
20230901:1409,677.46,677.92,243.45,9.36,64.66,24.6,5.86,0.0
20230901:1509,606.69,604.55,211.74,8.32,54.08,24.67,6.21,0.0
20230901:1609,487.9,479.65,169.9,6.7,41.71,24.35,6.62,0.0
20230901:1709,268.3,175.11,190.35,3.92,28.7,23.98,6.83,0.0
20230901:1809,112.71,81.93,95.96,2.03,15.49,23.36,6.48,0.0
20230901:1909,2.09,0.0,10.95,0.13,2.31,22.49,6.48,0.0
20230901:2009,0.0,0.0,0.0,0.0,0.0,21.86,6.14,0.0
20230901:2109,0.0,0.0,0.0,0.0,0.0,21.57,6.07,0.0
20230901:2209,0.0,0.0,0.0,0.0,0.0,21.42,6.07,0.0
20230901:2309,0.0,0.0,0.0,0.0,0.0,21.36,6.14,0.0
20230902:0009,0.0,0.0,0.0,0.0,0.0,21.35,6.21,0.0
20230902:0109,0.0,0.0,0.0,0.0,0.0,21.37,6.21,0.0
20230902:0209,0.0,0.0,0.0,0.0,0.0,21.39,6.21,0.0
20230902:0309,0.0,0.0,0.0,0.0,0.0,21.44,6.34,0.0
20230902:0409,0.0,0.0,0.0,0.0,0.0,21.39,6.34,0.0
20230902:0509,0.0,0.0,0.0,0.0,0.0,21.32,6.07,0.0
20230902:0609,0.0,0.0,0.0,0.0,0.0,21.26,6.07,0.0
20230902:0709,11.65,1.14,27.52,0.38,5.45,21.36,6.34,0.0
20230902:0809,102.65,25.13,127.88,1.75,18.66,21.68,6.41,0.0
20230902:0909,161.15,17.54,206.96,2.52,31.84,22.16,6.28,0.0
20230902:1009,466.61,368.44,250.17,6.53,44.73,22.84,6.21,0.0
20230902:1109,448.96,207.98,392.72,6.42,56.76,23.45,5.86,0.0
20230902:1209,686.37,690.15,245.16,9.53,66.42,24.11,5.45,0.0
20230902:1309,732.65,821.1,188.18,10.2,69.82,24.64,5.1,0.0
20230902:1409,702.66,788.12,180.93,9.79,64.32,24.97,4.69,0.0
20230902:1509,635.03,712.19,154.37,8.78,53.8,25.15,4.83,0.0
